date,value
2013-10-01,201.78
2013-09-01,207.49
2013-08-01,234.94
2013-07-01,279.01
2013-06-01,297.11
2013-05-01,295.37
2013-04-01,279.76
2013-03-01,309.58
2013-02-01,302.61
2013-01-01,303.36
2012-12-01,308.75
2012-11-01,321.6
2012-10-01,321.38
2012-09-01,320.71
2012-08-01,332.23
2012-07-01,333.0
2012-06-01,267.33
2012-05-01,268.88
2012-04-01,274.22
2012-03-01,280.72
2012-02-01,279.51
2012-01-01,272.92
2011-12-01,258.52
2011-11-01,274.28
2011-10-01,274.85
2011-09-01,296.3
2011-08-01,310.31
2011-07-01,300.83
2011-06-01,310.54
2011-05-01,308.58
2011-04-01,318.94
2011-03-01,290.43
2011-02-01,293.4
2011-01-01,265.29
2010-12-01,250.63
2010-11-01,238.24
2010-10-01,235.7
2010-09-01,205.84
2010-08-01,175.6
2010-07-01,163.92
2010-06-01,152.87
2010-05-01,163.24
2010-04-01,157.27
2010-03-01,158.93
2010-02-01,161.91
2010-01-01,167.34
2009-12-01,164.61
2009-11-01,171.69
2009-10-01,167.28
2009-09-01,150.59
2009-08-01,152.04
2009-07-01,151.8
2009-06-01,179.39
2009-05-01,180.07
2009-04-01,168.8
2009-03-01,164.58
2009-02-01,163.4
2009-01-01,173.3
2008-12-01,158.91
2008-11-01,164.3
2008-10-01,183.02
2008-09-01,233.95
2008-08-01,235.16
2008-07-01,267.14
2008-06-01,287.13
2008-05-01,243.53
2008-04-01,246.64
2008-03-01,233.93
2008-02-01,220.05
2008-01-01,206.56
2007-12-01,180.28
2007-11-01,171.11
2007-10-01,164.11
2007-09-01,160.13
2007-08-01,151.03
2007-07-01,147.22
2007-06-01,164.54
2007-05-01,160.14
2007-04-01,152.63
2007-03-01,169.58
2007-02-01,177.38
2007-01-01,165.16
2006-12-01,160.72
2006-11-01,164.11
2006-10-01,142.26
2006-09-01,120.27
2006-08-01,115.28
2006-07-01,114.31
2006-06-01,109.61
2006-05-01,110.62
2006-04-01,107.91
2006-03-01,104.95
2006-02-01,106.94
2006-01-01,102.79
2005-12-01,102.68
2005-11-01,95.98
2005-10-01,101.55
2005-09-01,97.07
2005-08-01,99.29
2005-07-01,105.66
2005-06-01,97.62
2005-05-01,95.36
2005-04-01,96.47
2005-03-01,100.01
2005-02-01,94.36
2005-01-01,96.04
2004-12-01,95.61
2004-11-01,93.76
2004-10-01,93.42
2004-09-01,97.73
2004-08-01,104.09
2004-07-01,104.49
2004-06-01,123.28
2004-05-01,129.29
2004-04-01,133.44
2004-03-01,128.46
2004-02-01,122.93
2004-01-01,116.25
2003-12-01,111.99
2003-11-01,108.1
2003-10-01,104.21
2003-09-01,103.24
2003-08-01,100.35
2003-07-01,97.67
2003-06-01,107.03
2003-05-01,107.91
2003-04-01,105.34
2003-03-01,105.13
2003-02-01,106.14
2003-01-01,105.84
2002-12-01,107.01
2002-11-01,108.65
2002-10-01,109.65
2002-09-01,113.94
2002-08-01,109.89
2002-07-01,99.7
2002-06-01,93.17
2002-05-01,90.33
2002-04-01,87.11
2002-03-01,89.86
2002-02-01,90.73
2002-01-01,91.97
2001-12-01,92.31
2001-11-01,89.88
2001-10-01,86.27
2001-09-01,89.74
2001-08-01,92.88
2001-07-01,90.75
2001-06-01,83.16
2001-05-01,85.08
2001-04-01,87.55
2001-03-01,91.01
2001-02-01,92.38
2001-01-01,94.3
2000-12-01,96.22
2000-11-01,88.94
2000-10-01,84.71
2000-09-01,80.15
2000-08-01,75.24
2000-07-01,75.06
2000-06-01,84.04
2000-05-01,95.53
2000-04-01,95.54
2000-03-01,95.17
2000-02-01,95.08
2000-01-01,92.95
1999-12-01,87.22
1999-11-01,85.41
1999-10-01,85.65
1999-09-01,87.12
1999-08-01,86.38
1999-07-01,83.6
1999-06-01,92.95
1999-05-01,92.72
1999-04-01,94.04
1999-03-01,96.43
1999-02-01,94.56
1999-01-01,97.45
1998-12-01,95.32
1998-11-01,97.38
1998-10-01,95.49
1998-09-01,85.71
1998-08-01,88.36
1998-07-01,100.9
1998-06-01,101.75
1998-05-01,105.97
1998-04-01,106.69
1998-03-01,113.84
1998-02-01,113.62
1998-01-01,114.37
1997-12-01,113.6
1997-11-01,117.4
1997-10-01,120.24
1997-09-01,112.24
1997-08-01,111.95
1997-07-01,106.42
1997-06-01,112.58
1997-05-01,118.61
1997-04-01,124.71
1997-03-01,127.86
1997-02-01,121.75
1997-01-01,118.7
1996-12-01,116.84
1996-11-01,117.14
1996-10-01,128.61
1996-09-01,145.24
1996-08-01,186.82
1996-07-01,197.62
1996-06-01,196.64
1996-05-01,204.0
1996-04-01,189.03
1996-03-01,170.96
1996-02-01,164.71
1996-01-01,156.67
1995-12-01,148.19
1995-11-01,143.21
1995-10-01,140.82
1995-09-01,130.51
1995-08-01,126.3
1995-07-01,127.31
1995-06-01,120.01
1995-05-01,111.93
1995-04-01,109.64
1995-03-01,109.63
1995-02-01,106.98
1995-01-01,106.9
1994-12-01,102.56
1994-11-01,95.61
1994-10-01,96.11
1994-09-01,97.61
1994-08-01,96.16
1994-07-01,98.73
1994-06-01,112.08
1994-05-01,110.6
1994-04-01,113.42
1994-03-01,120.11
1994-02-01,123.65
1994-01-01,126.72
1993-12-01,121.23
1993-11-01,115.93
1993-10-01,105.77
1993-09-01,101.03
1993-08-01,100.31
1993-07-01,101.89
1993-06-01,92.73
1993-05-01,99.22
1993-04-01,100.49
1993-03-01,97.54
1993-02-01,94.25
1993-01-01,94.1
1992-12-01,94.04
1992-11-01,95.17
1992-10-01,94.56
1992-09-01,98.22
1992-08-01,97.54
1992-07-01,102.39
1992-06-01,110.2
1992-05-01,109.18
1992-04-01,109.06
1992-03-01,116.68
1992-02-01,113.92
1992-01-01,109.59
1991-12-01,106.72
1991-11-01,106.8
1991-10-01,109.52
1991-09-01,108.85
1991-08-01,110.12
1991-07-01,105.73
1991-06-01,105.11
1991-05-01,105.74
1991-04-01,110.23
1991-03-01,109.05
1991-02-01,106.29
1991-01-01,105.51
1990-12-01,102.36
1990-11-01,100.0
1990-10-01,100.0
1990-09-01,102.36
1990-08-01,109.84
1990-07-01,114.96
1990-06-01,120.07
1990-05-01,121.25
1990-04-01,118.5
1990-03-01,109.84
1990-02-01,106.29
1990-01-01,105.9
